Region,Response,Response_level,ID,value,LwrEstimate,estimate,UprEstimate,disease_risk_change,drisk
guam_cnmi,Coral cover,5.0,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Coral cover,15.0,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Coral cover,25.0,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Coral cover,35.0,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Coral cover,45.0,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Coral cover,55.0,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Coral cover,65.0,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Coral size,5.0,cnmi_1,8.0,0.01,0.0825,0.17,0.0,0
guam_cnmi,Coral size,15.0,cnmi_1,8.0,0.0,0.0825,0.17,0.0,0
guam_cnmi,Coral size,25.0,cnmi_1,8.0,0.0,0.1125,0.17,3.0,0
guam_cnmi,Coral size,35.0,cnmi_1,8.0,0.0,0.1125,0.17,3.0,0
guam_cnmi,Coral size,45.0,cnmi_1,8.0,0.0,0.1125,0.17,3.0,0
guam_cnmi,Coral size,55.0,cnmi_1,8.0,0.0,0.11,0.17,3.0,0
guam_cnmi,Coral size,65.0,cnmi_1,8.0,0.0,0.11,0.17,3.0,0
guam_cnmi,Herb. fish,0.0,cnmi_1,8.0,0.49,0.52,0.5509999999999999,44.0,0
guam_cnmi,Herb. fish,0.1,cnmi_1,8.0,0.49,0.52,0.5609999999999999,44.0,0
guam_cnmi,Herb. fish,0.2,cnmi_1,8.0,0.49,0.52,0.54,44.0,0
guam_cnmi,Herb. fish,0.3,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Herb. fish,0.4,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Herb. fish,0.5,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Herb. fish,0.6,cnmi_1,8.0,0.48,0.5125,0.54,43.0,0
guam_cnmi,Parrotfish density,0.0,cnmi_1,8.0,0.0,0.11,0.17,3.0,0
guam_cnmi,Parrotfish density,0.01,cnmi_1,8.0,0.0,0.11,0.17,3.0,0
guam_cnmi,Parrotfish density,0.02,cnmi_1,8.0,0.0,0.11,0.17,3.0,0
guam_cnmi,Parrotfish density,0.03,cnmi_1,8.0,0.0,0.13,0.17,5.0,0
guam_cnmi,Parrotfish density,0.04,cnmi_1,8.0,0.15,0.17,0.18,9.0,0
guam_cnmi,Parrotfish density,0.05,cnmi_1,8.0,0.17,0.17,0.18,9.0,0
guam_cnmi,Parrotfish density,0.06,cnmi_1,8.0,0.17,0.17,0.18,9.0,0
guam_cnmi,Turbidity,0.0,cnmi_1,8.0,0.17,0.17,0.18,9.0,0
guam_cnmi,Turbidity,0.1,cnmi_1,8.0,0.17,0.17,0.18,9.0,0
guam_cnmi,Turbidity,0.2,cnmi_1,8.0,0.4,0.5,0.53,42.0,0
guam_cnmi,Turbidity,0.3,cnmi_1,8.0,0.44,0.51,0.54,43.0,0
guam_cnmi,Turbidity,0.4,cnmi_1,8.0,0.44,0.51,0.54,43.0,0
guam_cnmi,Turbidity,0.5,cnmi_1,8.0,0.44,0.51,0.54,43.0,0
guam_cnmi,Turbidity,0.6,cnmi_1,8.0,0.44,0.51,0.54,43.0,0
guam_cnmi,Turbidity,0.7,cnmi_1,8.0,0.44,0.51,0.54,43.0,0
guam_cnmi,Turbidity,0.8,cnmi_1,8.0,0.44,0.51,0.54,43.0,0
guam_cnmi,Turbidity,0.9,cnmi_1,8.0,0.42,0.5,0.54,42.0,0
guam_cnmi,Turbidity,1.0,cnmi_1,8.0,0.42,0.5,0.5309999999999999,42.0,0
guam_cnmi,Turbidity,1.1,cnmi_1,8.0,0.42,0.5,0.53,42.0,0
guam_cnmi,Turbidity,1.2,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Turbidity,1.3,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Turbidity,1.4,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Turbidity,1.5,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Turbidity,1.6,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Turbidity,1.7,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Turbidity,1.8,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Turbidity,1.9,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Turbidity,2.0,cnmi_1,8.0,0.415,0.5,0.53,42.0,0
guam_cnmi,Coral cover,5.0,cnmi_10,6.0,0.415,0.5,0.53,44.0,0
guam_cnmi,Coral cover,15.0,cnmi_10,6.0,0.48,0.5125,0.54,45.0,0
guam_cnmi,Coral cover,25.0,cnmi_10,6.0,0.48,0.5125,0.54,45.0,0
guam_cnmi,Coral cover,35.0,cnmi_10,6.0,0.48,0.5125,0.54,45.0,0
