Region,Response,Response_level,ID,value,LwrEstimate,estimate,UprEstimate,disease_risk_change,drisk
guam_cnmi,Coral cover,5.0,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Coral cover,15.0,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Coral cover,25.0,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Coral cover,35.0,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Coral cover,45.0,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Coral cover,55.0,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Coral cover,65.0,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Coral size,5.0,cnmi_1,0.0,0.0,0.01,0.01,1.0,0
guam_cnmi,Coral size,15.0,cnmi_1,0.0,0.0,0.0,0.0,0.0,0
guam_cnmi,Coral size,25.0,cnmi_1,0.0,0.0,0.0,0.0,0.0,0
guam_cnmi,Coral size,35.0,cnmi_1,0.0,0.0,0.0,0.01,0.0,0
guam_cnmi,Coral size,45.0,cnmi_1,0.0,0.0,0.0,0.01,0.0,0
guam_cnmi,Coral size,55.0,cnmi_1,0.0,0.0,0.0,0.01,0.0,0
guam_cnmi,Coral size,65.0,cnmi_1,0.0,0.0,0.0,0.02,0.0,0
guam_cnmi,Herb. fish,0.0,cnmi_1,0.0,0.49,0.52,0.5509999999999999,52.0,0
guam_cnmi,Herb. fish,0.1,cnmi_1,0.0,0.49,0.52,0.56,52.0,0
guam_cnmi,Herb. fish,0.2,cnmi_1,0.0,0.49,0.52,0.54,52.0,0
guam_cnmi,Herb. fish,0.3,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Herb. fish,0.4,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Herb. fish,0.5,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Herb. fish,0.6,cnmi_1,0.0,0.48,0.5125,0.54,51.0,0
guam_cnmi,Parrotfish density,0.0,cnmi_1,0.0,0.0,0.0,0.0209999999999999,0.0,0
guam_cnmi,Parrotfish density,0.01,cnmi_1,0.0,0.0,0.0,0.0209999999999999,0.0,0
guam_cnmi,Parrotfish density,0.02,cnmi_1,0.0,0.0,0.0,0.02,0.0,0
guam_cnmi,Parrotfish density,0.03,cnmi_1,0.0,0.0,0.0,0.1,0.0,0
guam_cnmi,Parrotfish density,0.04,cnmi_1,0.0,0.12,0.16,0.17,16.0,0
guam_cnmi,Parrotfish density,0.05,cnmi_1,0.0,0.135,0.17,0.17,17.0,0
guam_cnmi,Parrotfish density,0.06,cnmi_1,0.0,0.135,0.17,0.17,17.0,0
guam_cnmi,Turbidity,0.0,cnmi_1,0.0,0.145,0.17,0.17,17.0,0
guam_cnmi,Turbidity,0.1,cnmi_1,0.0,0.15,0.17,0.17,17.0,0
guam_cnmi,Turbidity,0.2,cnmi_1,0.0,0.4,0.5,0.53,50.0,0
guam_cnmi,Turbidity,0.3,cnmi_1,0.0,0.44,0.51,0.54,51.0,0
guam_cnmi,Turbidity,0.4,cnmi_1,0.0,0.44,0.51,0.54,51.0,0
guam_cnmi,Turbidity,0.5,cnmi_1,0.0,0.44,0.51,0.54,51.0,0
guam_cnmi,Turbidity,0.6,cnmi_1,0.0,0.44,0.51,0.54,51.0,0
guam_cnmi,Turbidity,0.7,cnmi_1,0.0,0.44,0.51,0.54,51.0,0
guam_cnmi,Turbidity,0.8,cnmi_1,0.0,0.44,0.51,0.54,51.0,0
guam_cnmi,Turbidity,0.9,cnmi_1,0.0,0.42,0.5,0.54,50.0,0
guam_cnmi,Turbidity,1.0,cnmi_1,0.0,0.42,0.5,0.5309999999999999,50.0,0
guam_cnmi,Turbidity,1.1,cnmi_1,0.0,0.42,0.5,0.53,50.0,0
guam_cnmi,Turbidity,1.2,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Turbidity,1.3,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Turbidity,1.4,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Turbidity,1.5,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Turbidity,1.6,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Turbidity,1.7,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Turbidity,1.8,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Turbidity,1.9,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Turbidity,2.0,cnmi_1,0.0,0.415,0.5,0.53,50.0,0
guam_cnmi,Coral cover,5.0,cnmi_10,1.5,0.415,0.5,0.53,48.5,0
guam_cnmi,Coral cover,15.0,cnmi_10,1.5,0.48,0.51125,0.54,49.5,0
guam_cnmi,Coral cover,25.0,cnmi_10,1.5,0.48,0.51125,0.54,49.5,0
guam_cnmi,Coral cover,35.0,cnmi_10,1.5,0.48,0.51125,0.54,49.5,0
guam_cnmi,Coral cover,45.0,cnmi_10,1.5,0.48,0.51125,0.54,49.5,0
guam_cnmi,Coral cover,55.0,cnmi_10,1.5,0.48,0.51125,0.54,49.5,0
guam_cnmi,Coral cover,65.0,cnmi_10,1.5,0.48,0.51125,0.54,49.5,0
guam_cnmi,Coral size,5.0,cnmi_10,1.5,0.005,0.02,0.03,0.5,0
guam_cnmi,Coral size,15.0,cnmi_10,1.5,0.005,0.015,0.03,0.0,0
guam_cnmi,Coral size,25.0,cnmi_10,1.5,0.005,0.015,0.03,0.0,0
guam_cnmi,Coral size,35.0,cnmi_10,1.5,0.005,0.015,0.03,0.0,0
guam_cnmi,Coral size,45.0,cnmi_10,1.5,0.005,0.015,0.03,0.0,0
guam_cnmi,Coral size,55.0,cnmi_10,1.5,0.005,0.015,0.03,0.0,0
guam_cnmi,Coral size,65.0,cnmi_10,1.5,0.005,0.02,0.0709999999999999,0.5,0
guam_cnmi,Herb. fish,0.0,cnmi_10,1.5,0.49,0.52,0.5509999999999999,50.5,0
guam_cnmi,Herb. fish,0.1,cnmi_10,1.5,0.49,0.52,0.56,50.5,0
